edad,ciudad,peso,ingresos,genero,nivel_educacional,fumador,actividad_fisica
63.0,Temuco,51.2,426000.0,Masculino,Básica,No,Moderada
30.0,Concepción,76.9,480000.0,Otro,,No,Baja
57.0,Valparaíso,71.5,470000.0,Femenino,Universitario,No,Alta
59.0,Iquique,60.3,411000.0,Masculino,Universitario,Sí,Baja
26.0,sin información,52.7,-56000.0,Femenino,Media,Sí,Alta
67.0,Valparaíso,,763000.0,,Media,,Alta
44.0,Valparaíso,86.9,500000.0,Femenino,Universitario,Sí,
75.0,Puerto Montt,72.7,473000.0,Otro,Técnico,Sí,Moderada
19.0,sin información,48.5,549000.0,Masculino,Universitario,No,Baja
22.0,Rancagua,54.1,488000.0,Femenino,Universitario,No,Alta
46.0,Concepción,63.5,435000.0,Femenino,Básica,No,Alta
54.0,Talca,93.5,349000.0,Femenino,Universitario,No,Baja
55.0,Concepción,66.3,224000.0,,Media,No,Moderada
36.0,Temuco,63.0,297000.0,Femenino,Básica,Sí,Moderada
25.0,Talca,44.9,332000.0,,Técnico,No,Alta
65.0,Concepción,60.1,598000.0,Otro,Básica,Sí,
62.0,Rancagua,51.5,609000.0,Masculino,Técnico,No,
18.0,Santiago,55.0,368000.0,Otro,Básica,Sí,Moderada
39.0,La Serena,71.8,100000.0,Masculino,Básica,Sí,Baja
69.0,sin información,64.0,501000.0,Masculino,Técnico,Sí,Alta
34.0,Rancagua,95.5,437000.0,Masculino,Media,Sí,Baja
24.0,Puerto Montt,86.2,433000.0,Otro,Media,Sí,Alta
42.0,Santiago,60.9,643000.0,Otro,Media,Sí,Baja
62.0,Temuco,56.2,521000.0,Otro,Básica,No,
21.0,sin información,90.7,354000.0,Otro,Universitario,Sí,Moderada
53.0,La Serena,94.9,319000.0,Femenino,Básica,Sí,Baja
23.0,La Serena,37.1,461000.0,Femenino,Universitario,No,
,La Serena,71.4,364000.0,Femenino,Universitario,,Baja
48.0,sin información,66.2,489000.0,Masculino,Media,No,Alta
36.0,sin información,79.7,654000.0,Femenino,Universitario,No,Alta
78.0,Valparaíso,99.1,293000.0,Masculino,Básica,Sí,Baja
61.0,Temuco,62.7,513000.0,Otro,Básica,,Moderada
71.0,La Serena,39.1,637000.0,Masculino,Media,No,Baja
56.0,Concepción,78.7,,Masculino,Técnico,Sí,Baja
44.0,Rancagua,90.8,608000.0,Femenino,Básica,No,Moderada
27.0,sin información,65.4,457000.0,Otro,Universitario,Sí,
43.0,Rancagua,59.4,526000.0,Otro,Básica,No,Baja
36.0,Temuco,63.4,,Femenino,Básica,Sí,Moderada
56.0,Antofagasta,82.8,414000.0,Otro,Básica,Sí,Moderada
79.0,Temuco,63.2,799000.0,Otro,Técnico,No,Alta
20.0,Rancagua,74.9,587000.0,Otro,Universitario,No,Moderada
62.0,sin información,70.4,695000.0,Femenino,,No,Alta
30.0,Temuco,68.9,661000.0,Otro,Básica,No,Baja
,Antofagasta,80.5,549000.0,Masculino,Universitario,Sí,Moderada
45.0,Antofagasta,62.8,708000.0,Masculino,,No,Baja
79.0,Temuco,63.5,528000.0,Otro,Media,No,Moderada
75.0,Iquique,82.0,391000.0,Femenino,Básica,Sí,Moderada
37.0,Rancagua,55.2,502000.0,Femenino,Técnico,Sí,Baja
45.0,Iquique,56.8,349000.0,Femenino,Universitario,No,Moderada
25.0,sin información,51.1,185000.0,Otro,Media,Sí,Baja
78.0,Rancagua,82.7,372000.0,Otro,Técnico,No,Baja
58.0,Temuco,68.4,511000.0,Masculino,Universitario,Sí,Alta
56.0,Santiago,50.3,659000.0,Femenino,Básica,No,Baja
18.0,Temuco,82.8,,Masculino,Universitario,Sí,Alta
20.0,Iquique,61.7,652000.0,Masculino,Técnico,No,Baja
30.0,sin información,56.9,318000.0,Femenino,Técnico,,
45.0,Temuco,67.1,362000.0,Otro,Básica,Sí,Baja
79.0,Temuco,92.2,717000.0,Otro,Básica,Sí,Moderada
74.0,sin información,64.1,507000.0,,Media,No,Alta
77.0,Temuco,78.6,474000.0,Masculino,Básica,No,Moderada
66.0,La Serena,80.9,,Masculino,,Sí,
42.0,Santiago,76.6,319000.0,Masculino,Técnico,Sí,Moderada
73.0,Concepción,89.1,450000.0,Femenino,Técnico,Sí,Alta
50.0,Santiago,59.4,500000.0,Masculino,Universitario,Sí,Moderada
55.0,Temuco,54.3,685000.0,Masculino,Universitario,Sí,Moderada
70.0,La Serena,54.1,249000.0,Otro,Media,Sí,Baja
23.0,Rancagua,,764000.0,Otro,Básica,Sí,Baja
75.0,Temuco,55.8,481000.0,Otro,Básica,Sí,Moderada
61.0,Iquique,72.2,333000.0,Femenino,Universitario,Sí,Alta
62.0,La Serena,71.2,,,Técnico,No,Moderada
,Valparaíso,85.3,541000.0,Otro,Media,Sí,Alta
62.0,La Serena,74.4,298000.0,Otro,Técnico,Sí,Alta
78.0,Valparaíso,63.8,416000.0,Masculino,Técnico,No,Alta
64.0,Puerto Montt,76.2,463000.0,Masculino,Básica,No,Moderada
38.0,Concepción,54.5,672000.0,Femenino,Media,No,Alta
33.0,Talca,69.4,653000.0,Femenino,Técnico,No,Moderada
71.0,La Serena,,404000.0,Masculino,Universitario,No,Alta
38.0,Antofagasta,71.9,468000.0,,Universitario,No,Alta
28.0,Iquique,76.2,261000.0,Masculino,Básica,Sí,Moderada
,Temuco,60.3,194000.0,Femenino,Universitario,No,Baja
54.0,Iquique,87.3,316000.0,,,No,Baja
53.0,Santiago,97.3,668000.0,Masculino,Técnico,No,Moderada
52.0,Talca,46.0,617000.0,Masculino,Universitario,Sí,Moderada
36.0,Santiago,51.8,558000.0,Masculino,Universitario,No,Baja
37.0,Puerto Montt,70.6,281000.0,Femenino,Técnico,Sí,Baja
74.0,Talca,66.2,393000.0,Otro,Básica,,Baja
35.0,Talca,98.4,371000.0,Masculino,Básica,No,Moderada
64.0,Santiago,73.3,475000.0,Femenino,Media,Sí,Alta
58.0,Valparaíso,90.9,466000.0,Femenino,Universitario,Sí,Moderada
66.0,Santiago,39.3,350000.0,Femenino,Técnico,No,Baja
31.0,Iquique,82.2,,Masculino,Media,Sí,Alta
32.0,Valparaíso,59.3,534000.0,Masculino,Básica,,Moderada
,Iquique,59.0,391000.0,Otro,Básica,No,Baja
18.0,Puerto Montt,66.3,546000.0,Femenino,Técnico,No,Moderada
70.0,Temuco,,669000.0,Masculino,Media,No,Alta
71.0,Rancagua,76.6,714000.0,Femenino,Media,Sí,Baja
71.0,Valparaíso,,574000.0,Femenino,Técnico,No,Moderada
20.0,Puerto Montt,74.0,569000.0,,Técnico,No,Alta
33.0,Antofagasta,83.3,464000.0,Masculino,Media,Sí,Alta
40.0,Puerto Montt,92.7,654000.0,Masculino,Básica,Sí,Moderada
74.0,Santiago,64.5,339000.0,Femenino,Universitario,No,Alta
28.0,Santiago,77.2,637000.0,Femenino,Básica,Sí,Baja
29.0,Rancagua,74.4,457000.0,Otro,,No,Alta
27.0,Puerto Montt,75.7,,Otro,Media,Sí,Moderada
49.0,Concepción,75.9,588000.0,Otro,,No,
33.0,Temuco,93.9,490000.0,,Universitario,Sí,Alta
25.0,Santiago,63.1,465000.0,Otro,Media,,Alta
55.0,sin información,47.1,579000.0,Otro,Universitario,,Baja
29.0,Temuco,59.5,572000.0,Femenino,Básica,Sí,Baja
41.0,Puerto Montt,81.4,440000.0,Otro,Básica,No,Alta
,sin información,70.3,514000.0,Femenino,Media,,Baja
70.0,Talca,63.0,634000.0,Femenino,Media,No,Moderada
25.0,Rancagua,53.9,295000.0,Masculino,Técnico,Sí,Alta
75.0,Santiago,73.3,609000.0,Femenino,Técnico,Sí,
45.0,Concepción,79.7,578000.0,Femenino,,No,Alta
53.0,Puerto Montt,74.6,678000.0,Otro,Media,Sí,Moderada
43.0,Concepción,66.2,393000.0,Femenino,Básica,Sí,
25.0,Puerto Montt,72.2,501000.0,Otro,Media,,Baja
75.0,Santiago,72.1,531000.0,Otro,Técnico,Sí,Alta
77.0,Temuco,72.8,611000.0,Otro,Básica,No,Baja
67.0,La Serena,52.2,564000.0,Masculino,Universitario,Sí,Baja
45.0,Temuco,73.0,314000.0,Otro,Técnico,Sí,Alta
45.0,Puerto Montt,63.4,544000.0,Femenino,Técnico,Sí,Moderada
54.0,Iquique,85.6,801000.0,Otro,Básica,No,Alta
58.0,La Serena,72.0,592000.0,Otro,Universitario,Sí,Alta
53.0,La Serena,82.5,746000.0,Otro,,Sí,Alta
44.0,Concepción,65.5,656000.0,Masculino,Media,Sí,Baja
71.0,Rancagua,66.0,704000.0,Femenino,Técnico,Sí,Alta
34.0,Concepción,92.4,,Masculino,Básica,Sí,
26.0,Concepción,76.5,578000.0,Femenino,Básica,Sí,Alta
50.0,sin información,59.3,538000.0,Masculino,Básica,Sí,Moderada
70.0,Temuco,83.5,501000.0,Femenino,Técnico,Sí,Moderada
37.0,Temuco,,611000.0,Masculino,Universitario,Sí,Moderada
30.0,Antofagasta,73.4,422000.0,Otro,Media,No,Moderada
45.0,Puerto Montt,97.6,783000.0,Masculino,Básica,Sí,
65.0,sin información,48.5,361000.0,Masculino,Universitario,No,Baja
46.0,Antofagasta,67.4,622000.0,,Media,No,Alta
30.0,Santiago,76.1,707000.0,Otro,,No,Baja
,Puerto Montt,81.5,,Femenino,Media,,Moderada
52.0,Puerto Montt,51.4,333000.0,Femenino,Media,No,Alta
78.0,Talca,47.0,673000.0,Femenino,Universitario,No,Alta
23.0,Talca,86.4,531000.0,Masculino,Media,No,Moderada
35.0,Valparaíso,59.2,,Femenino,Básica,Sí,Moderada
68.0,Valparaíso,,,Masculino,Universitario,No,Moderada
22.0,Concepción,93.3,760000.0,Masculino,Técnico,Sí,
64.0,Santiago,71.0,182000.0,Femenino,Técnico,No,Alta
42.0,La Serena,71.1,556000.0,Femenino,Universitario,,Moderada
19.0,La Serena,,701000.0,Masculino,Técnico,Sí,Alta
27.0,Talca,51.6,516000.0,Otro,Media,Sí,Alta
73.0,sin información,80.1,,Otro,Básica,No,Baja
,Talca,76.1,435000.0,Masculino,Media,No,Alta
67.0,Iquique,72.5,503000.0,Femenino,Universitario,No,Moderada
76.0,sin información,68.3,249000.0,Masculino,Básica,Sí,Moderada
62.0,Valparaíso,,392000.0,,Universitario,Sí,Alta
22.0,Iquique,83.7,382000.0,Femenino,Universitario,No,Alta
72.0,Temuco,67.9,600000.0,Otro,Universitario,No,Baja
73.0,La Serena,69.0,414000.0,Masculino,Media,Sí,Moderada
,Puerto Montt,77.9,419000.0,Otro,Básica,Sí,
71.0,Valparaíso,73.1,443000.0,Otro,,No,Alta
18.0,Antofagasta,94.6,388000.0,Femenino,Básica,Sí,Alta
35.0,Temuco,43.6,540000.0,Masculino,Media,No,Alta
49.0,sin información,,557000.0,Masculino,Técnico,,Moderada
64.0,Iquique,59.4,624000.0,Otro,Media,No,Alta
66.0,Santiago,55.9,598000.0,Otro,Media,No,Baja
28.0,Puerto Montt,63.1,583000.0,Femenino,Universitario,No,Baja
38.0,Valparaíso,70.8,451000.0,Otro,Básica,Sí,Alta
43.0,sin información,71.5,441000.0,Femenino,Básica,No,Baja
42.0,Talca,47.2,369000.0,Masculino,Técnico,No,Baja
39.0,Talca,61.9,367000.0,Femenino,Técnico,Sí,
76.0,Puerto Montt,74.2,529000.0,Otro,Universitario,,
44.0,Iquique,56.8,392000.0,Masculino,Básica,No,Baja
66.0,Talca,53.3,720000.0,,Técnico,No,Moderada
30.0,Valparaíso,36.2,494000.0,Masculino,Técnico,Sí,Alta
,Antofagasta,60.1,725000.0,Femenino,Básica,Sí,Baja
51.0,La Serena,52.8,586000.0,Otro,Media,Sí,
58.0,La Serena,55.2,383000.0,Otro,Técnico,Sí,Baja
52.0,Temuco,65.9,491000.0,Masculino,Básica,No,Moderada
18.0,Concepción,61.0,249000.0,Masculino,Técnico,Sí,Moderada
,Santiago,52.5,529000.0,Masculino,Universitario,Sí,Baja
65.0,Puerto Montt,38.3,397000.0,Femenino,Técnico,Sí,Baja
72.0,Temuco,,333000.0,,Básica,No,Baja
23.0,Concepción,81.3,728000.0,Masculino,Técnico,No,Moderada
45.0,Iquique,64.0,655000.0,Masculino,Universitario,No,Moderada
34.0,Rancagua,66.0,650000.0,Masculino,Universitario,Sí,Alta
22.0,Rancagua,70.0,617000.0,Femenino,Técnico,No,Moderada
48.0,Santiago,93.7,315000.0,Masculino,Técnico,No,Baja
22.0,Talca,46.5,440000.0,Masculino,Universitario,Sí,Alta
55.0,Valparaíso,63.8,449000.0,Femenino,Universitario,No,Moderada
20.0,sin información,44.2,244000.0,Femenino,Media,Sí,Moderada
70.0,Temuco,75.4,416000.0,Masculino,Media,Sí,
40.0,Puerto Montt,67.8,418000.0,Masculino,Universitario,No,Alta
54.0,Puerto Montt,73.0,519000.0,Femenino,Técnico,,Moderada
70.0,Rancagua,72.3,880000.0,Otro,Básica,Sí,Moderada
54.0,Rancagua,84.9,497000.0,Femenino,Técnico,Sí,
27.0,Antofagasta,78.1,519000.0,Otro,Técnico,Sí,Alta
27.0,Antofagasta,82.5,462000.0,Masculino,Media,Sí,Alta
36.0,Talca,54.0,611000.0,Masculino,Media,Sí,
34.0,Antofagasta,87.9,339000.0,Otro,Media,No,Alta
38.0,Valparaíso,59.2,784000.0,Femenino,Universitario,Sí,Baja
31.0,Valparaíso,,481000.0,Masculino,Universitario,Sí,Moderada
26.0,sin información,74.1,441000.0,Otro,Técnico,Sí,Moderada
63.0,La Serena,74.5,646000.0,,Técnico,Sí,Alta
18.0,Valparaíso,53.9,366000.0,Otro,Básica,No,Alta
,Concepción,67.4,608000.0,Femenino,Técnico,No,Alta
62.0,Rancagua,92.3,711000.0,Femenino,Técnico,Sí,Moderada
30.0,Puerto Montt,48.0,464000.0,Femenino,Media,No,
21.0,Antofagasta,92.3,808000.0,Femenino,Media,Sí,Alta
79.0,Temuco,,597000.0,Otro,Media,Sí,Baja
18.0,Santiago,34.9,599000.0,Otro,Media,Sí,Moderada
66.0,sin información,49.5,705000.0,Otro,Media,Sí,Moderada
57.0,Concepción,55.5,745000.0,Otro,Básica,No,Alta
49.0,Antofagasta,60.6,539000.0,Otro,Básica,No,Baja
51.0,Concepción,,620000.0,Femenino,Básica,Sí,Alta
45.0,Rancagua,,709000.0,Masculino,Media,Sí,Alta
48.0,Rancagua,72.8,326000.0,Masculino,Universitario,No,Baja
,Talca,54.2,241000.0,Otro,Media,No,Baja
56.0,Temuco,90.9,,Otro,Media,,Baja
43.0,Puerto Montt,65.9,237000.0,Masculino,Básica,No,Moderada
75.0,Iquique,84.1,453000.0,Femenino,Media,Sí,Alta
51.0,Iquique,86.7,547000.0,Otro,Básica,No,Moderada
71.0,Puerto Montt,86.2,459000.0,Femenino,Media,No,Baja
71.0,Santiago,61.5,479000.0,Masculino,Técnico,,Moderada
,sin información,61.3,350000.0,Masculino,Universitario,No,Baja
76.0,sin información,66.6,618000.0,Otro,Universitario,Sí,Baja
67.0,Santiago,,,Femenino,Básica,Sí,Alta
29.0,La Serena,62.3,185000.0,,Técnico,No,Alta
18.0,Puerto Montt,68.2,469000.0,Masculino,Universitario,,Alta
71.0,Concepción,74.1,637000.0,Femenino,Básica,,Moderada
61.0,Iquique,56.4,512000.0,Otro,Media,No,Alta
22.0,sin información,55.5,325000.0,Otro,Media,Sí,Baja
47.0,Talca,67.6,515000.0,Otro,Técnico,Sí,Alta
47.0,Iquique,69.6,566000.0,Masculino,Universitario,Sí,Moderada
76.0,Temuco,76.5,,Otro,Media,No,Alta
74.0,Rancagua,80.1,460000.0,Femenino,Básica,Sí,Alta
34.0,Valparaíso,53.5,573000.0,Otro,Media,Sí,
65.0,Talca,57.8,239000.0,Masculino,Media,Sí,
64.0,Talca,55.4,366000.0,Otro,Universitario,Sí,Baja
40.0,La Serena,91.2,304000.0,Masculino,Universitario,No,Baja
32.0,sin información,68.2,702000.0,Masculino,Básica,No,Baja
54.0,Antofagasta,70.2,607000.0,Femenino,Técnico,No,
38.0,Iquique,70.9,528000.0,Femenino,Técnico,No,Alta
31.0,Iquique,59.3,282000.0,Otro,,No,Moderada
19.0,Iquique,93.5,612000.0,Masculino,Básica,No,
28.0,Antofagasta,76.2,,,Técnico,,Alta
68.0,Santiago,70.6,586000.0,Femenino,Técnico,Sí,Alta
,Talca,53.4,495000.0,Femenino,Media,No,Alta
55.0,Valparaíso,52.6,595000.0,Otro,Básica,No,
77.0,Temuco,65.4,541000.0,Masculino,Técnico,No,Baja
51.0,Talca,59.5,639000.0,Femenino,,No,Moderada
55.0,La Serena,,636000.0,Otro,Universitario,Sí,Baja
67.0,sin información,64.4,467000.0,Masculino,Media,No,Baja
51.0,sin información,66.8,401000.0,Masculino,Media,No,Alta
35.0,Antofagasta,72.1,440000.0,Femenino,Media,Sí,Alta
47.0,Puerto Montt,62.4,580000.0,Otro,Media,No,Alta
32.0,Concepción,54.9,449000.0,Femenino,Técnico,No,
44.0,Temuco,55.4,387000.0,Otro,Básica,No,Alta
68.0,Iquique,,500000.0,Masculino,Media,No,Baja
51.0,La Serena,51.2,666000.0,Otro,Media,No,Alta
69.0,La Serena,75.4,520000.0,Otro,Técnico,No,Alta
74.0,La Serena,77.8,459000.0,Otro,Media,No,Moderada
55.0,Iquique,68.2,548000.0,Otro,Media,Sí,Moderada
50.0,Puerto Montt,96.5,513000.0,Otro,Básica,,Baja
41.0,Antofagasta,77.5,210000.0,Femenino,Universitario,No,Baja
32.0,Concepción,97.6,605000.0,Otro,Media,Sí,Moderada
77.0,Iquique,60.2,561000.0,Otro,Técnico,No,Moderada
,Temuco,60.5,502000.0,Masculino,Básica,Sí,Alta
72.0,Antofagasta,77.9,659000.0,Otro,Técnico,No,Alta
,Temuco,66.1,682000.0,Masculino,Básica,Sí,Baja
68.0,Antofagasta,95.3,620000.0,Femenino,Básica,No,Moderada
34.0,Puerto Montt,75.1,372000.0,,Media,Sí,Baja
22.0,Rancagua,,378000.0,Otro,Media,Sí,
46.0,Temuco,43.9,668000.0,Femenino,Media,No,Baja
21.0,Iquique,68.8,218000.0,Otro,Universitario,No,Baja
27.0,sin información,68.7,,Femenino,Universitario,Sí,Baja
73.0,La Serena,74.7,566000.0,Otro,,Sí,
34.0,sin información,88.2,237000.0,Otro,Media,No,Baja
27.0,La Serena,86.2,535000.0,Masculino,Universitario,Sí,Alta
34.0,Santiago,61.3,643000.0,Masculino,Media,No,Moderada
,Rancagua,50.6,277000.0,Masculino,Universitario,,Baja
37.0,Rancagua,51.5,749000.0,Masculino,Universitario,Sí,Baja
41.0,La Serena,58.9,349000.0,Otro,Básica,No,Alta
,Concepción,64.5,,Femenino,Media,No,Baja
,Puerto Montt,74.6,487000.0,Otro,Media,No,Alta
23.0,Temuco,58.0,510000.0,Masculino,Universitario,Sí,Baja
70.0,Iquique,74.2,307000.0,Masculino,Media,Sí,Moderada
19.0,sin información,75.4,689000.0,Femenino,Universitario,Sí,Moderada
30.0,La Serena,72.2,549000.0,Masculino,Media,No,Moderada
79.0,La Serena,53.1,743000.0,Otro,Básica,Sí,Baja
60.0,Puerto Montt,77.0,311000.0,Otro,Media,Sí,Baja
,Puerto Montt,101.2,473000.0,Otro,Básica,No,Moderada
65.0,Valparaíso,73.7,531000.0,Otro,Técnico,Sí,Moderada
28.0,sin información,25.7,509000.0,Otro,Media,Sí,Alta
68.0,Concepción,88.6,600000.0,Femenino,Media,No,Alta
64.0,Concepción,59.5,471000.0,Otro,Media,No,Moderada
74.0,Santiago,104.0,818000.0,Masculino,Básica,No,Moderada
40.0,Concepción,71.7,506000.0,Masculino,Media,No,Baja
,Antofagasta,,67000.0,Masculino,Media,No,Moderada
33.0,Puerto Montt,39.0,513000.0,Masculino,Universitario,No,Alta
48.0,Iquique,93.1,689000.0,Femenino,Técnico,,Alta
28.0,Antofagasta,86.6,362000.0,Masculino,,No,Alta
71.0,Temuco,103.4,352000.0,Femenino,Universitario,No,Alta
33.0,La Serena,70.2,374000.0,Masculino,Básica,Sí,
25.0,Concepción,69.2,339000.0,Femenino,,No,Alta
,La Serena,,428000.0,Femenino,Técnico,No,Moderada
57.0,Rancagua,60.1,636000.0,Femenino,Universitario,Sí,Alta
21.0,Santiago,64.1,,Masculino,Básica,No,Alta
73.0,sin información,73.3,136000.0,Femenino,Media,Sí,Alta
42.0,Santiago,57.3,443000.0,Otro,Media,Sí,Alta
20.0,Valparaíso,45.0,545000.0,Otro,Técnico,No,Moderada
49.0,La Serena,72.4,530000.0,Masculino,Básica,Sí,Baja
20.0,Santiago,57.0,785000.0,Otro,Básica,No,
44.0,Talca,21.4,198000.0,Otro,Básica,No,Baja
,Antofagasta,78.3,112000.0,Otro,Técnico,Sí,Baja
49.0,Santiago,53.4,809000.0,Masculino,Media,Sí,Alta
67.0,sin información,79.9,613000.0,Masculino,Universitario,Sí,Baja
78.0,Antofagasta,79.6,414000.0,Otro,Técnico,No,Baja
75.0,La Serena,74.3,526000.0,Masculino,Universitario,No,Moderada
68.0,La Serena,107.5,,Femenino,Media,Sí,Moderada
36.0,Antofagasta,67.9,411000.0,Otro,Técnico,No,Moderada
38.0,Rancagua,65.7,521000.0,Masculino,Media,No,Alta
22.0,Talca,,553000.0,Masculino,Universitario,Sí,Alta
35.0,Iquique,69.2,,,Básica,Sí,
45.0,Temuco,87.4,645000.0,Masculino,,Sí,Moderada
59.0,Talca,51.0,761000.0,Otro,Universitario,Sí,Baja
78.0,La Serena,51.2,298000.0,Masculino,Básica,Sí,Moderada
39.0,Iquique,81.5,448000.0,Femenino,Universitario,,
38.0,sin información,52.5,536000.0,Otro,Técnico,Sí,
23.0,Concepción,79.1,212000.0,Femenino,Técnico,Sí,Baja
18.0,Santiago,75.6,677000.0,Otro,Técnico,Sí,Alta
22.0,Antofagasta,59.6,596000.0,Masculino,Básica,Sí,Baja
58.0,Antofagasta,75.5,445000.0,Femenino,Media,No,Baja
29.0,Santiago,51.5,,Masculino,Básica,No,Alta
43.0,Concepción,55.0,688000.0,Otro,Básica,Sí,Baja
63.0,Temuco,66.4,381000.0,Otro,Media,No,Moderada
51.0,Concepción,71.2,694000.0,Otro,Media,No,
66.0,Iquique,65.4,462000.0,Otro,Media,No,Baja
31.0,Concepción,76.5,613000.0,Otro,Media,No,
43.0,Iquique,75.8,513000.0,Femenino,Básica,,Moderada
62.0,Concepción,92.9,835000.0,Otro,Universitario,No,Baja
44.0,Temuco,68.6,367000.0,Masculino,Técnico,Sí,Baja
26.0,Temuco,87.9,414000.0,Femenino,Universitario,Sí,Moderada
,La Serena,83.8,274000.0,Masculino,Básica,,
74.0,Santiago,104.4,335000.0,Otro,Media,No,Alta
64.0,Temuco,68.1,607000.0,Masculino,Técnico,Sí,Alta
74.0,Iquique,63.7,740000.0,Femenino,Técnico,No,
39.0,sin información,88.9,624000.0,Femenino,Universitario,,Alta
64.0,La Serena,,499000.0,Femenino,Básica,,Moderada
73.0,Antofagasta,89.2,366000.0,Masculino,Básica,No,Baja
47.0,Iquique,80.8,635000.0,Femenino,Básica,No,Baja
60.0,La Serena,38.4,358000.0,Masculino,Técnico,Sí,Baja
65.0,Rancagua,75.6,298000.0,Otro,Universitario,Sí,Alta
78.0,Rancagua,74.7,454000.0,Otro,Técnico,,Alta
34.0,Valparaíso,72.0,195000.0,Masculino,Técnico,Sí,Alta
43.0,Concepción,68.0,293000.0,Femenino,Media,,
,Santiago,46.1,783000.0,,Universitario,No,Moderada
18.0,Puerto Montt,83.1,265000.0,Masculino,Media,No,Baja
25.0,Talca,75.6,322000.0,Masculino,Básica,No,Moderada
,La Serena,86.5,511000.0,Otro,Técnico,No,Baja
52.0,Antofagasta,,519000.0,Masculino,Universitario,No,
78.0,Talca,77.6,,Otro,Básica,No,Baja
69.0,Antofagasta,66.5,199000.0,Masculino,Universitario,No,Baja
32.0,Talca,72.2,627000.0,Otro,Técnico,No,Moderada
64.0,La Serena,66.7,434000.0,,Universitario,Sí,Moderada
73.0,Puerto Montt,78.2,683000.0,Masculino,Básica,No,Moderada
39.0,Talca,67.6,403000.0,Femenino,Media,Sí,Moderada
31.0,sin información,54.2,,,Técnico,,Moderada
43.0,Temuco,71.3,,,Media,No,Moderada
45.0,Puerto Montt,66.8,430000.0,Masculino,,Sí,Moderada
40.0,Iquique,68.7,632000.0,Masculino,Básica,No,Moderada
31.0,Antofagasta,22.2,301000.0,Masculino,Técnico,No,Baja
41.0,Rancagua,80.2,540000.0,Femenino,Media,No,
19.0,Concepción,65.3,683000.0,Otro,Técnico,No,Moderada
62.0,Rancagua,49.8,578000.0,Masculino,Básica,Sí,Baja
43.0,Puerto Montt,83.8,861000.0,Femenino,,Sí,Baja
31.0,Iquique,79.5,586000.0,Masculino,Media,No,Alta
76.0,sin información,65.1,445000.0,Masculino,,Sí,Alta
73.0,Iquique,52.7,926000.0,Otro,,Sí,Moderada
68.0,Talca,72.7,745000.0,Masculino,Técnico,Sí,Moderada
,sin información,71.8,260000.0,Masculino,Universitario,No,Alta
20.0,Talca,83.9,382000.0,Otro,Media,Sí,Alta
64.0,La Serena,63.3,344000.0,Otro,Técnico,Sí,Moderada
40.0,Puerto Montt,87.9,597000.0,Otro,Universitario,Sí,Alta
63.0,La Serena,61.9,586000.0,Otro,Universitario,No,Moderada
60.0,Valparaíso,49.8,585000.0,Femenino,Básica,Sí,Baja
64.0,Iquique,53.0,256000.0,Femenino,Universitario,Sí,Baja
77.0,Talca,,404000.0,Femenino,Media,No,Alta
62.0,sin información,69.0,478000.0,Masculino,Media,Sí,Baja
35.0,La Serena,74.9,227000.0,Otro,Universitario,No,Baja
75.0,Valparaíso,68.6,369000.0,Otro,Técnico,No,Baja
55.0,Santiago,84.7,703000.0,Femenino,Media,No,Baja
,Rancagua,66.1,267000.0,Masculino,Media,No,Moderada
,Antofagasta,40.1,718000.0,Masculino,Básica,,Moderada
,Valparaíso,68.2,664000.0,Masculino,Técnico,No,Alta
42.0,Puerto Montt,39.9,456000.0,Femenino,Universitario,Sí,Baja
72.0,La Serena,74.1,403000.0,Masculino,Técnico,,Baja
54.0,Puerto Montt,85.9,625000.0,Masculino,Básica,Sí,Baja
45.0,Rancagua,55.2,382000.0,Masculino,Básica,Sí,Alta
27.0,sin información,91.3,389000.0,Otro,Técnico,No,
56.0,Iquique,82.6,496000.0,Femenino,Básica,Sí,Baja
74.0,Iquique,88.1,180000.0,Otro,Básica,Sí,
34.0,Puerto Montt,72.8,283000.0,Otro,Básica,Sí,Alta
56.0,Talca,55.1,453000.0,Femenino,Técnico,No,Moderada
,sin información,81.7,571000.0,Otro,Básica,Sí,Baja
43.0,Iquique,60.6,380000.0,Masculino,Universitario,Sí,Moderada
,Temuco,71.8,,Masculino,,,Moderada
61.0,Valparaíso,67.4,258000.0,Masculino,,Sí,Alta
42.0,Temuco,86.9,640000.0,Masculino,Universitario,Sí,Alta
34.0,sin información,81.0,533000.0,Femenino,Media,Sí,
30.0,Rancagua,68.8,546000.0,,Técnico,No,Alta
37.0,Iquique,40.7,573000.0,Otro,Básica,Sí,Moderada
42.0,Temuco,,512000.0,Masculino,Universitario,Sí,Moderada
21.0,Puerto Montt,80.6,427000.0,Masculino,Media,No,Alta
27.0,Santiago,74.2,669000.0,Otro,,No,Alta
20.0,Concepción,47.5,524000.0,Femenino,Media,No,Baja
,Concepción,42.9,475000.0,Otro,Básica,Sí,Baja
62.0,Talca,72.9,499000.0,Masculino,Universitario,,
35.0,Temuco,54.1,,,Técnico,No,Moderada
64.0,Talca,55.6,474000.0,Femenino,,No,Alta
53.0,Talca,80.1,567000.0,Otro,Técnico,Sí,
64.0,sin información,88.0,360000.0,Femenino,Media,No,Moderada
39.0,Valparaíso,58.7,371000.0,Femenino,Media,No,
51.0,Temuco,69.3,584000.0,Masculino,Básica,No,Alta
64.0,La Serena,68.9,478000.0,Otro,Básica,No,Alta
